CODIGO,DESCRIPCION,STOCK,PRECIO $,MARCA,MINI CODIGO,DETALLES,PRECIO EN SOLES
ME32TF6000ECOD5, MEM RAM 32G(2X16) TF ECO 6.0GZ,20,82.7,TEAMGROUP,434233,"Memoria TEAMGROUP T-FORCE VULCAN ECO DDR5, 32GB (2x16GB) DDR5-6000MHz, CL38, 1.25V, S",433.6578
ME32TF6000HC381, MEM RAM 32G TF DELT RGB 6.00GZ,20,81.9,TEAMGROUP,480029,,429.64660000000003
ME32TF6000HC38E, MEM RAM 32G(2X16)TF ECO RGB, 20,98.25,TEAMGROUP,474758,"Memoria TeamGroup Delta RGB ECO 32GB (2x16GB) DDR5-6000MHz PC5-48000, CL38, 1.25V[@@@",511.62550000000005
ME32TF6000HC38J, MEM RAM 32G TF DELT RGB 6.00GZ,20,81.9,TEAMGROUP,480028,,429.64660000000003
ME32TF6000HC38V, MEM RAM 32G TF VU 6.00GHZ DDR5,20,80.9,TEAMGROUP,480030,"Memoria TEAMGROUP VULCAN DDR5, 32GB (1x32GB) DDR5-6000MHz PC5-48000[@@@]",424.6326
ME32TFVC6000HC3, MEM RAM 32G T-FORCE VUL 6.00GH,20,82.8,TEAMGROUP,419088,"Memoria TEAMGROUP T-FORCE VULCAN DDR5 32GB (1 x 32GB) DDR5-6000MHz, CL38, 1.35V[@@@]",434.1592
ME64BWDW100RGBN, MEM RAM 64G(2X32) BW DW100 RGB,20,249.5,BIWIN,472686,"Memoria UDIMM Biwin Black Opal DW100 RGB, 64GB (2x32GB) DDR5-6000, PC5-48000, CL30, 1",1269.9930000000002
ME64BWDW100RGBW, MEM RAM 64G(2X32) BW DW100 RGB, 10,253,BIWIN,482199,"Memoria RAM Biwin Opal DW100 RGB 64GB (2x32GB) DDR5-6000MHz, CL30, 1.35V, Color Blanc",1287.5420000000001
ME64CMX5M2B60RN, MEM RAM 64G(2X32)COR RGB 6.00G,20,185,CORSAIR,485749,,946.59
ME8GKF560C36BBE, MEM RAM 8G KF BEAST 6.00G DDR5, 9,30.75,KINGSTON,463002,"Memoria DIMM Kingston FURY Beast 8GB DDR5-6000MHzPC5-48000, 1Rx16, CL36, 1.35V, 288-P",173.1805
ME32CMKX5M2E620, MEM RAM 32G(2X16) CO VEN 6.20G,20,86,CORSAIR,453746,"Memoria CORSAIR VENGEANCE DDR5, 32GB (2x16GB) DDR5-6200MHz, PC5-49600, CL36, 1.35V[@@",450.204
ME32CMX5M2B64RN, MEM RAM 32G(2X16)COR RGB 6.40G,20,156.1,CORSAIR,485751,,801.6854
ME32KF564C32BRG, MEM RAM 32G KF RGB 6.40G N,20,121,KINGSTON,483696,,625.6940000000001
ME32KF564C32RSA, MEM RAM 32G KF REN RGB 6.40G N, 1,126.4,KINGSTON,473705,"Memoria DIMM Kingston FURY 32GB DDR5-6400MHz PC5-51200, 2Rx8, CL32, 1.4V, 288-Pin[@@@",652.7696000000001
ME32KF564C32RWA, MEM RAM 32G KF REN RGB 6.40G W, 0,131.5,KINGSTON,473704,"Memoria DIMM Kingston Fury Renegade, 32GB DDR5-6400, PC5-51200, CL32, 2Rx8, 1.4V, 288",678.341
ME48GBWBODW100, MEM RAM 48G (2X24) DDR5 1.35V, 7,148.6,BIWIN,477506,"Memoria UDIMM Biwin Black Opal DW100 RGB 48GB (2x24GB) DDR5-6400MHz PC5-51200, CL32,",764.0804
ME48PR64HERMRGB, MEM RAM 48G(2X24) PR HERGB 6.4, 6,160.8,PREDATOR,472692,"Memoria U-DIMM Predator Hermes RGB, 48GB (2x24GB)DDR5-6400MHz, PC5-51200, CL32, 1.35V",825.2512
ME64PRHERARGBN, MEM RAM 64G(2X32) HERA RGB N, 7,243.6,PREDATOR,482208,"Memoria RAM Predator Hera RGB, 64GB (2x32GB) DDR5-6400MHz, CL32, 1.4V, Color Negro[@@",1240.4104
ME64PRHERARGBS, MEM RAM 64G(2X32) HERA RGB S, 1,243.6,PREDATOR,482218,"Memoria RAM Predator Hera RGB 64GB (2x32GB) DDR5-6400MHz, CL32, 1.4V, Color Silver[@@",1240.4104
ME64TCE6400HC3W, MEM RAM 64G(2X32) TC EX 6.4 D5, 14,194.2,TEAMGROUP,425035,"Memoria TEAMGROUP T-CREATE EXPERT DDR5 64GB (2x32GB) DDR5-6400MHz, PC5-51200, CL34, 1",992.7188
ME32PRHERMERGBN, MEM RAM 32G(2X16) HERM RGB N, 1,144,PREDATOR,482217,"Memoria RAM Predator Hermes RGB 32GB (2x16GB) DDR5-6800MHz, CL32, 1.4V, Color Negro[@",741.0160000000001
ME32CMHX5M2X720, MEM RAM 32G(2X16) CO RGB 7.20G, 8,143.6,CORSAIR,453785,"Memoria CORSAIR VENGEANCE DDR5, 32GB (2x16GB) DDR5-7200MHz, PC5-57600, CL34, 1.45V[@@",739.0104
ME32TFDHC34ADCN, MEM RAM 32G(2X16)TF DELT 7.20G, 7,130.9,TEAMGROUP,452650,"Memoria TEAMGROUP T-FORCE DELTA RGB DDR5-7200MHz,32GB (2x16GB), PC5-57600, CL34, 1.4V",675.3326000000001
ME32TFXA7600HC3, MEM RAM 32G(2X16) XTREEM 7.60G, 3,139.2,TEAMGROUP,444796,"Memoria TEAMGROUP XTREEM ARGB DDR5 32GB (2x16GB) DDR5-7600MHz, PC5-60800, CL36, 1.4V[",716.9488
ME32TFXHC36FDCN, MEM RAM 32G(2X16)TFXT BLCK 7.6, 8,139.3,TEAMGROUP,452651,"Memoria TEAMGROUP XTREEM DDR5-7600MHZ PC5 60800, 32GB (2x16GB) , CL36, 1.4V[@@@]",717.4502000000001
MEMBMMS100128GB, BIWIN MICROSD 128GB UHS-I, 13,6.62,BIWIN,477340,"Memoria Flash microSD BIWIN MS100, 128GB, Interfaz: UHS-1, C10, U3, V30, A1[@@@]Veloc",52.19268
